,nombreestablecimiento,Primary,Secondary,Middle,Preschool,Childcare,bilingual,public,lat,lon
264,JARD INF LOS PEQUEÑOS INTELECTUALES,False,False,False,True,False,False,False,4.6170879,-74.190587
265,CORPORACION EDUCATIVA SAN AGUSTIN - CESA,True,True,True,False,False,False,False,4.6202098,-74.0705695
266,INST ACAD MORELI                                                                                    ,True,True,False,True,False,True,False,4.6115425,-74.1276116
267,PREESCOLAR TIM: TEORIA DE INTELIGENCIAS MULTIPLES,False,False,False,True,False,False,False,4.7239046,-74.0477525
268,INST COPESAL                                                                                        ,True,True,True,True,False,True,False,4.7350355,-74.10067
269,COL INGLATERRA REAL                                                                                 ,True,True,True,True,False,True,False,4.7672213,-74.0560508
270,INST ALVARO MUTIS                                                                                   ,True,True,True,True,False,True,False,4.6788878,-74.1137525
271,PREESC TALENTO                                                                                      ,False,False,False,True,False,False,False,4.7040844,-74.05224009999999
272,COL HEISENBERG SEDE KENNEDY                                                                         ,False,True,True,False,False,False,False,4.5543964,-74.0979186
273,LIC INF THOMAS DE IRIARTE                                                                           ,False,False,False,True,False,True,False,4.725700499999999,-74.1154169
274,LIC VENECIA                                                                                         ,True,False,False,True,False,True,False,4.5914326,-74.1364096
275,COL DIEGO FALLON  LASALLANO                                                                         ,True,True,True,True,False,False,False,4.5721941,-74.097201
276,INST CULT CIUDAD KENNEDY                                                                            ,True,True,True,True,False,False,False,4.6194351,-74.1458744
277,COLEGIO JULIO GARAVITO ARMERO (IED),True,True,True,True,False,False,True,4.5997519,-74.1343247
278,COLEGIO LA FLORESTA SUR (IED),True,True,True,True,False,False,True,4.6216355,-74.1272426
279,COL CALIFORNIA                                                                                      ,True,False,False,True,False,False,False,4.7375512,-74.02679189999999
280,COLEGIO COLSUBSIDIO NORTE,True,True,True,True,False,False,False,4.7322866,-74.0408218
281,JARD INF MALU Y YO                                                                                  ,False,False,False,True,False,True,False,4.599061,-74.10337609999999
282,JARD INF SERVIMOS                                                                                   ,False,False,False,True,False,True,False,4.6085356,-74.0948147
283,COL SUR ORIENTAL PANAMERICANO                                                                       ,True,True,True,True,False,False,False,4.5515431,-74.0931562
284,LIC ROMULO GALLEGOS                                                                                 ,True,True,True,True,False,True,False,4.5609233,-74.125909
285,COLEGIO MARIO LUIS RODRIGUEZ COBOS,True,True,True,False,False,False,False,4.556265499999999,-74.0918051
286,JARD INF CARACOLITO                                                                                 ,False,False,False,True,False,True,False,4.5790491,-74.1206818
287,COLEGIO EDUARDO SANTOS (IED),True,True,True,True,False,False,True,4.6459224,-74.0551946
288,JARD INF AMERICANO                                                                                  ,True,False,False,True,False,True,False,4.7095972,-74.0498179
290,COL JOSE MARIA VERGARA Y VERGARA                                                                    ,True,True,True,True,False,False,False,4.5475406,-74.13929600000002
291,LIC  MARIA VICTORIA                                                                                 ,True,False,False,True,False,True,False,4.6728914,-74.07102119999999
292,JARD INF PORTADORES DE LUZ LTDA                                                                     ,False,False,False,True,False,True,False,4.6971083,-74.0918739
293,LIC EL GRAN VIRREY                                                                                  ,True,True,True,True,False,False,False,4.7055697,-74.1215766
294,COLEGIO INTEGRADO DE FONTIBON IBEP  (IED),True,True,True,True,False,False,True,4.6784591,-74.14717379999999
295,COL PARROQ MONSEÑOR EMILIO DE BRIGARD                                                               ,True,True,True,True,False,False,False,4.6000935,-74.13331289999999
296,COL TOMAS ALVA EDISON                                                                               ,True,True,True,True,False,True,False,4.7178325,-74.143233
297,COLEGIO VILLAMAR (IED),True,True,True,True,False,False,True,4.5575173,-74.1504434
298,COLEGIO PARAISO MIRADOR (IED),True,True,True,True,False,False,True,4.6231927,-74.170517
299,LIC MI VIVIR MAGICO                                                                                 ,True,False,False,True,False,False,False,4.5571246,-74.0889977
300,COL SANTA TERESA DE JESUS                                                                           ,True,True,True,True,False,False,False,4.6742783,-74.14272129999999
301,LICEO ALEXANDER VON HUMBOLDT,True,False,False,True,False,True,False,4.6107691,-74.18456940000002
302,COLEGIO COSTA RICA  (IED),True,True,True,True,False,False,True,4.6792118,-74.13775919999999
303,LIC EL MUNDO DE LOS NIÑOS                                                                           ,False,False,False,True,False,True,False,4.560592199999999,-74.09728559999999
304,COLEGIO INSTITUTO TECNICO INTERNACIONAL  (IED),True,True,True,True,False,False,True,4.6868335,-74.1452528
305,CENT EDUC INTEGRAL SAN RICCARDO PAMPURI                                                             ,True,True,False,True,False,False,False,4.6204794,-74.1956433
306,COL ANDRES ROSILLO                                                                                  ,True,True,True,False,False,True,False,4.6065822,-74.1832508
307,COLEGIO EL PORVENIR (IED),True,True,True,True,False,False,True,4.6359161,-74.1835145
308,JARD INF COQUITO                                                                                    ,False,False,False,True,False,False,False,4.6120798,-74.0663319
309,COL ATENIENSE (ANTES INST MODERNO ATHENAS)                                                          ,True,True,True,True,False,False,False,4.5132249,-74.1198737
310,COL BLAISE PASCAL                                                                                   ,True,True,True,True,False,True,False,4.756764,-74.0986898
311,COLEGIO JOSE ANTONIO GALAN (IED),True,True,True,True,False,False,True,4.5810218,-74.1020449
312,LIC JUVENIL DE MORAVIA                                                                              ,True,False,False,True,False,True,False,4.7447461,-74.1197177
313,COL MONSEÑOR BERNARDO SANCHEZ  HNAS DE NSTRA SRA PAZ                                                ,False,True,True,False,False,False,False,4.5224414,-74.11788229999999
314,COL PSICOPEDAG ARNOLD GESELL                                                                        ,True,False,False,True,False,True,False,4.5857755,-74.136173
315,COLEGIO DARIO ECHANDIA (IED),True,True,True,True,False,False,True,4.6116223,-74.1276472
316,LIC INTEGRAL SANTO TOMAS                                                                            ,False,True,True,False,False,False,False,4.6385872,-74.15903109999999
317,LIC  NUEVOS HORIZONTES                                                                              ,True,True,True,True,False,True,False,4.642716,-74.1936152
318,GIMN MODERNO JHON NEPER                                                                             ,True,False,False,True,False,True,False,4.7027394,-74.1296385
319, LICEO PEDAGOGICO PROYECTO DE VIDA,True,False,False,True,False,True,False,4.6187989,-74.137796
320,COLEGIO ALDEMAR ROJAS PLAZAS (IED),False,False,True,False,False,False,True,4.540316,-74.090834
321,COLEGIO FILARMONICO SIMON BOLIVAR (IED),True,True,True,True,False,False,True,4.7374067,-74.0849478
322,COL REAL DE COLOMBIA,True,True,True,True,False,False,False,4.7106366,-74.123094
323,LIC MALLERLAND                                                                                      ,True,True,True,True,False,False,False,4.7445387,-74.09867369999999
